id,timezone_offset,type,unit,timestamp,start,end,value
,-28800,,stage,2023-11-12 06:20:03+00:00,2023-11-12 06:20:03+00:00,2023-11-12 06:25:03+00:00,4.0
,-28800,,stage,2023-11-12 06:25:03+00:00,2023-11-12 06:25:03+00:00,2023-11-12 06:30:03+00:00,4.0
,-28800,,stage,2023-11-12 06:30:03+00:00,2023-11-12 06:30:03+00:00,2023-11-12 06:35:03+00:00,4.0
,-28800,,stage,2023-11-12 06:35:03+00:00,2023-11-12 06:35:03+00:00,2023-11-12 06:40:03+00:00,4.0
,-28800,,stage,2023-11-12 06:40:03+00:00,2023-11-12 06:40:03+00:00,2023-11-12 06:45:03+00:00,2.0
,-28800,,stage,2023-11-12 06:45:03+00:00,2023-11-12 06:45:03+00:00,2023-11-12 06:50:03+00:00,2.0
,-28800,,stage,2023-11-12 06:50:03+00:00,2023-11-12 06:50:03+00:00,2023-11-12 06:55:03+00:00,2.0
,-28800,,stage,2023-11-12 06:55:03+00:00,2023-11-12 06:55:03+00:00,2023-11-12 07:00:03+00:00,1.0
,-28800,,stage,2023-11-12 07:00:03+00:00,2023-11-12 07:00:03+00:00,2023-11-12 07:05:03+00:00,1.0
,-28800,,stage,2023-11-12 07:05:03+00:00,2023-11-12 07:05:03+00:00,2023-11-12 07:10:03+00:00,1.0
,-28800,,stage,2023-11-12 07:10:03+00:00,2023-11-12 07:10:03+00:00,2023-11-12 07:15:03+00:00,1.0
,-28800,,stage,2023-11-12 07:15:03+00:00,2023-11-12 07:15:03+00:00,2023-11-12 07:20:03+00:00,1.0
,-28800,,stage,2023-11-12 07:20:03+00:00,2023-11-12 07:20:03+00:00,2023-11-12 07:25:03+00:00,1.0
,-28800,,stage,2023-11-12 07:25:03+00:00,2023-11-12 07:25:03+00:00,2023-11-12 07:30:03+00:00,1.0
,-28800,,stage,2023-11-12 07:30:03+00:00,2023-11-12 07:30:03+00:00,2023-11-12 07:35:03+00:00,2.0
,-28800,,stage,2023-11-12 07:35:03+00:00,2023-11-12 07:35:03+00:00,2023-11-12 07:40:03+00:00,1.0
,-28800,,stage,2023-11-12 07:40:03+00:00,2023-11-12 07:40:03+00:00,2023-11-12 07:45:03+00:00,1.0
,-28800,,stage,2023-11-12 07:45:03+00:00,2023-11-12 07:45:03+00:00,2023-11-12 07:50:03+00:00,1.0
,-28800,,stage,2023-11-12 07:50:03+00:00,2023-11-12 07:50:03+00:00,2023-11-12 07:55:03+00:00,3.0
,-28800,,stage,2023-11-12 07:55:03+00:00,2023-11-12 07:55:03+00:00,2023-11-12 08:00:03+00:00,4.0
,-28800,,stage,2023-11-12 08:00:03+00:00,2023-11-12 08:00:03+00:00,2023-11-12 08:05:03+00:00,2.0
,-28800,,stage,2023-11-12 08:05:03+00:00,2023-11-12 08:05:03+00:00,2023-11-12 08:10:03+00:00,2.0
,-28800,,stage,2023-11-12 08:10:03+00:00,2023-11-12 08:10:03+00:00,2023-11-12 08:15:03+00:00,2.0
,-28800,,stage,2023-11-12 08:15:03+00:00,2023-11-12 08:15:03+00:00,2023-11-12 08:20:03+00:00,2.0
,-28800,,stage,2023-11-12 08:20:03+00:00,2023-11-12 08:20:03+00:00,2023-11-12 08:25:03+00:00,1.0
,-28800,,stage,2023-11-12 08:25:03+00:00,2023-11-12 08:25:03+00:00,2023-11-12 08:30:03+00:00,1.0
,-28800,,stage,2023-11-12 08:30:03+00:00,2023-11-12 08:30:03+00:00,2023-11-12 08:35:03+00:00,1.0
,-28800,,stage,2023-11-12 08:35:03+00:00,2023-11-12 08:35:03+00:00,2023-11-12 08:40:03+00:00,1.0
,-28800,,stage,2023-11-12 08:40:03+00:00,2023-11-12 08:40:03+00:00,2023-11-12 08:45:03+00:00,1.0
,-28800,,stage,2023-11-12 08:45:03+00:00,2023-11-12 08:45:03+00:00,2023-11-12 08:50:03+00:00,1.0
,-28800,,stage,2023-11-12 08:50:03+00:00,2023-11-12 08:50:03+00:00,2023-11-12 08:55:03+00:00,1.0
,-28800,,stage,2023-11-12 08:55:03+00:00,2023-11-12 08:55:03+00:00,2023-11-12 09:00:03+00:00,2.0
,-28800,,stage,2023-11-12 09:00:03+00:00,2023-11-12 09:00:03+00:00,2023-11-12 09:05:03+00:00,2.0
,-28800,,stage,2023-11-12 09:05:03+00:00,2023-11-12 09:05:03+00:00,2023-11-12 09:10:03+00:00,2.0
,-28800,,stage,2023-11-12 09:10:03+00:00,2023-11-12 09:10:03+00:00,2023-11-12 09:15:03+00:00,2.0
,-28800,,stage,2023-11-12 09:15:03+00:00,2023-11-12 09:15:03+00:00,2023-11-12 09:20:03+00:00,2.0
,-28800,,stage,2023-11-12 09:20:03+00:00,2023-11-12 09:20:03+00:00,2023-11-12 09:25:03+00:00,2.0
,-28800,,stage,2023-11-12 09:25:03+00:00,2023-11-12 09:25:03+00:00,2023-11-12 09:30:03+00:00,3.0
,-28800,,stage,2023-11-12 09:30:03+00:00,2023-11-12 09:30:03+00:00,2023-11-12 09:35:03+00:00,4.0
,-28800,,stage,2023-11-12 09:35:03+00:00,2023-11-12 09:35:03+00:00,2023-11-12 09:40:03+00:00,3.0
,-28800,,stage,2023-11-12 09:40:03+00:00,2023-11-12 09:40:03+00:00,2023-11-12 09:45:03+00:00,3.0
,-28800,,stage,2023-11-12 09:45:03+00:00,2023-11-12 09:45:03+00:00,2023-11-12 09:50:03+00:00,3.0
,-28800,,stage,2023-11-12 09:50:03+00:00,2023-11-12 09:50:03+00:00,2023-11-12 09:55:03+00:00,2.0
,-28800,,stage,2023-11-12 09:55:03+00:00,2023-11-12 09:55:03+00:00,2023-11-12 10:00:03+00:00,2.0
,-28800,,stage,2023-11-12 10:00:03+00:00,2023-11-12 10:00:03+00:00,2023-11-12 10:05:03+00:00,2.0
,-28800,,stage,2023-11-12 10:05:03+00:00,2023-11-12 10:05:03+00:00,2023-11-12 10:10:03+00:00,2.0
,-28800,,stage,2023-11-12 10:10:03+00:00,2023-11-12 10:10:03+00:00,2023-11-12 10:15:03+00:00,1.0
,-28800,,stage,2023-11-12 10:15:03+00:00,2023-11-12 10:15:03+00:00,2023-11-12 10:20:03+00:00,2.0
,-28800,,stage,2023-11-12 10:20:03+00:00,2023-11-12 10:20:03+00:00,2023-11-12 10:25:03+00:00,2.0
,-28800,,stage,2023-11-12 10:25:03+00:00,2023-11-12 10:25:03+00:00,2023-11-12 10:30:03+00:00,2.0
,-28800,,stage,2023-11-12 10:30:03+00:00,2023-11-12 10:30:03+00:00,2023-11-12 10:35:03+00:00,1.0
,-28800,,stage,2023-11-12 10:35:03+00:00,2023-11-12 10:35:03+00:00,2023-11-12 10:40:03+00:00,2.0
,-28800,,stage,2023-11-12 10:40:03+00:00,2023-11-12 10:40:03+00:00,2023-11-12 10:45:03+00:00,2.0
,-28800,,stage,2023-11-12 10:45:03+00:00,2023-11-12 10:45:03+00:00,2023-11-12 10:50:03+00:00,2.0
,-28800,,stage,2023-11-12 10:50:03+00:00,2023-11-12 10:50:03+00:00,2023-11-12 10:55:03+00:00,2.0
,-28800,,stage,2023-11-12 10:55:03+00:00,2023-11-12 10:55:03+00:00,2023-11-12 11:00:03+00:00,2.0
,-28800,,stage,2023-11-12 11:00:03+00:00,2023-11-12 11:00:03+00:00,2023-11-12 11:05:03+00:00,2.0
,-28800,,stage,2023-11-12 11:05:03+00:00,2023-11-12 11:05:03+00:00,2023-11-12 11:10:03+00:00,2.0
,-28800,,stage,2023-11-12 11:10:03+00:00,2023-11-12 11:10:03+00:00,2023-11-12 11:15:03+00:00,3.0
,-28800,,stage,2023-11-12 11:15:03+00:00,2023-11-12 11:15:03+00:00,2023-11-12 11:20:03+00:00,3.0
,-28800,,stage,2023-11-12 11:20:03+00:00,2023-11-12 11:20:03+00:00,2023-11-12 11:25:03+00:00,3.0
,-28800,,stage,2023-11-12 11:25:03+00:00,2023-11-12 11:25:03+00:00,2023-11-12 11:30:03+00:00,3.0
,-28800,,stage,2023-11-12 11:30:03+00:00,2023-11-12 11:30:03+00:00,2023-11-12 11:35:03+00:00,3.0
,-28800,,stage,2023-11-12 11:35:03+00:00,2023-11-12 11:35:03+00:00,2023-11-12 11:40:03+00:00,2.0
,-28800,,stage,2023-11-12 11:40:03+00:00,2023-11-12 11:40:03+00:00,2023-11-12 11:45:03+00:00,2.0
,-28800,,stage,2023-11-12 11:45:03+00:00,2023-11-12 11:45:03+00:00,2023-11-12 11:50:03+00:00,2.0
,-28800,,stage,2023-11-12 11:50:03+00:00,2023-11-12 11:50:03+00:00,2023-11-12 11:55:03+00:00,2.0
,-28800,,stage,2023-11-12 11:55:03+00:00,2023-11-12 11:55:03+00:00,2023-11-12 12:00:03+00:00,2.0
,-28800,,stage,2023-11-12 12:00:03+00:00,2023-11-12 12:00:03+00:00,2023-11-12 12:05:03+00:00,2.0
,-28800,,stage,2023-11-12 12:05:03+00:00,2023-11-12 12:05:03+00:00,2023-11-12 12:10:03+00:00,2.0
,-28800,,stage,2023-11-12 12:10:03+00:00,2023-11-12 12:10:03+00:00,2023-11-12 12:15:03+00:00,2.0
,-28800,,stage,2023-11-12 12:15:03+00:00,2023-11-12 12:15:03+00:00,2023-11-12 12:20:03+00:00,2.0
,-28800,,stage,2023-11-12 12:20:03+00:00,2023-11-12 12:20:03+00:00,2023-11-12 12:25:03+00:00,2.0
,-28800,,stage,2023-11-12 12:25:03+00:00,2023-11-12 12:25:03+00:00,2023-11-12 12:30:03+00:00,2.0
,-28800,,stage,2023-11-12 12:30:03+00:00,2023-11-12 12:30:03+00:00,2023-11-12 12:35:03+00:00,2.0
,-28800,,stage,2023-11-12 12:35:03+00:00,2023-11-12 12:35:03+00:00,2023-11-12 12:40:03+00:00,3.0
,-28800,,stage,2023-11-12 12:40:03+00:00,2023-11-12 12:40:03+00:00,2023-11-12 12:45:03+00:00,3.0
,-28800,,stage,2023-11-12 12:45:03+00:00,2023-11-12 12:45:03+00:00,2023-11-12 12:50:03+00:00,2.0
,-28800,,stage,2023-11-12 12:50:03+00:00,2023-11-12 12:50:03+00:00,2023-11-12 12:55:03+00:00,2.0
,-28800,,stage,2023-11-12 12:55:03+00:00,2023-11-12 12:55:03+00:00,2023-11-12 13:00:03+00:00,2.0
,-28800,,stage,2023-11-12 13:00:03+00:00,2023-11-12 13:00:03+00:00,2023-11-12 13:05:03+00:00,2.0
,-28800,,stage,2023-11-12 13:05:03+00:00,2023-11-12 13:05:03+00:00,2023-11-12 13:10:03+00:00,2.0
,-28800,,stage,2023-11-12 13:10:03+00:00,2023-11-12 13:10:03+00:00,2023-11-12 13:15:03+00:00,2.0
,-28800,,stage,2023-11-12 13:15:03+00:00,2023-11-12 13:15:03+00:00,2023-11-12 13:20:03+00:00,2.0
,-28800,,stage,2023-11-12 13:20:03+00:00,2023-11-12 13:20:03+00:00,2023-11-12 13:25:03+00:00,2.0
,-28800,,stage,2023-11-12 13:25:03+00:00,2023-11-12 13:25:03+00:00,2023-11-12 13:30:03+00:00,2.0
,-28800,,stage,2023-11-12 13:30:03+00:00,2023-11-12 13:30:03+00:00,2023-11-12 13:35:03+00:00,2.0
,-28800,,stage,2023-11-12 13:35:03+00:00,2023-11-12 13:35:03+00:00,2023-11-12 13:40:03+00:00,2.0
,-28800,,stage,2023-11-12 13:40:03+00:00,2023-11-12 13:40:03+00:00,2023-11-12 13:45:03+00:00,3.0
,-28800,,stage,2023-11-12 13:45:03+00:00,2023-11-12 13:45:03+00:00,2023-11-12 13:50:03+00:00,3.0
,-28800,,stage,2023-11-12 13:50:03+00:00,2023-11-12 13:50:03+00:00,2023-11-12 13:55:03+00:00,3.0
,-28800,,stage,2023-11-12 13:55:03+00:00,2023-11-12 13:55:03+00:00,2023-11-12 14:00:03+00:00,3.0
,-28800,,stage,2023-11-12 14:00:03+00:00,2023-11-12 14:00:03+00:00,2023-11-12 14:05:03+00:00,3.0
,-28800,,stage,2023-11-12 14:05:03+00:00,2023-11-12 14:05:03+00:00,2023-11-12 14:10:03+00:00,3.0
,-28800,,stage,2023-11-12 14:10:03+00:00,2023-11-12 14:10:03+00:00,2023-11-12 14:15:03+00:00,3.0
,-28800,,stage,2023-11-12 14:15:03+00:00,2023-11-12 14:15:03+00:00,2023-11-12 14:20:03+00:00,3.0
,-28800,,stage,2023-11-12 14:20:03+00:00,2023-11-12 14:20:03+00:00,2023-11-12 14:25:03+00:00,2.0
,-28800,,stage,2023-11-12 14:25:03+00:00,2023-11-12 14:25:03+00:00,2023-11-12 14:30:03+00:00,2.0
,-28800,,stage,2023-11-12 14:30:03+00:00,2023-11-12 14:30:03+00:00,2023-11-12 14:35:03+00:00,2.0
,-28800,,stage,2023-11-12 14:35:03+00:00,2023-11-12 14:35:03+00:00,2023-11-12 14:40:03+00:00,2.0
,-28800,,stage,2023-11-12 14:40:03+00:00,2023-11-12 14:40:03+00:00,2023-11-12 14:45:03+00:00,2.0
,-28800,,stage,2023-11-12 14:45:03+00:00,2023-11-12 14:45:03+00:00,2023-11-12 14:50:03+00:00,2.0
,-28800,,stage,2023-11-12 14:50:03+00:00,2023-11-12 14:50:03+00:00,2023-11-12 14:55:03+00:00,2.0
,-28800,,stage,2023-11-12 14:55:03+00:00,2023-11-12 14:55:03+00:00,2023-11-12 15:00:03+00:00,2.0
,-28800,,stage,2023-11-12 15:00:03+00:00,2023-11-12 15:00:03+00:00,2023-11-12 15:05:03+00:00,2.0
,-28800,,stage,2023-11-12 15:05:03+00:00,2023-11-12 15:05:03+00:00,2023-11-12 15:10:03+00:00,2.0
,-28800,,stage,2023-11-12 15:10:03+00:00,2023-11-12 15:10:03+00:00,2023-11-12 15:15:03+00:00,2.0
,-28800,,stage,2023-11-12 15:15:03+00:00,2023-11-12 15:15:03+00:00,2023-11-12 15:20:03+00:00,3.0
,-28800,,stage,2023-11-12 15:20:03+00:00,2023-11-12 15:20:03+00:00,2023-11-12 15:25:03+00:00,2.0
,-28800,,stage,2023-11-12 15:25:03+00:00,2023-11-12 15:25:03+00:00,2023-11-12 15:30:03+00:00,3.0
,-28800,,stage,2023-11-12 15:30:03+00:00,2023-11-12 15:30:03+00:00,2023-11-12 15:35:03+00:00,3.0
,-28800,,stage,2023-11-12 15:35:03+00:00,2023-11-12 15:35:03+00:00,2023-11-12 15:40:03+00:00,3.0
,-28800,,stage,2023-11-12 15:40:03+00:00,2023-11-12 15:40:03+00:00,2023-11-12 15:45:03+00:00,3.0
,-28800,,stage,2023-11-13 06:06:29+00:00,2023-11-13 06:06:29+00:00,2023-11-13 06:11:29+00:00,4.0
,-28800,,stage,2023-11-13 06:06:30+00:00,2023-11-13 06:06:30+00:00,2023-11-13 06:11:30+00:00,4.0
,-28800,,stage,2023-11-13 06:11:29+00:00,2023-11-13 06:11:29+00:00,2023-11-13 06:16:29+00:00,4.0
,-28800,,stage,2023-11-13 06:11:30+00:00,2023-11-13 06:11:30+00:00,2023-11-13 06:16:30+00:00,4.0
,-28800,,stage,2023-11-13 06:16:29+00:00,2023-11-13 06:16:29+00:00,2023-11-13 06:21:29+00:00,4.0
,-28800,,stage,2023-11-13 06:16:30+00:00,2023-11-13 06:16:30+00:00,2023-11-13 06:21:30+00:00,4.0
,-28800,,stage,2023-11-13 06:21:29+00:00,2023-11-13 06:21:29+00:00,2023-11-13 06:26:29+00:00,4.0
,-28800,,stage,2023-11-13 06:21:30+00:00,2023-11-13 06:21:30+00:00,2023-11-13 06:26:30+00:00,4.0
,-28800,,stage,2023-11-13 06:26:29+00:00,2023-11-13 06:26:29+00:00,2023-11-13 06:31:29+00:00,2.0
,-28800,,stage,2023-11-13 06:26:30+00:00,2023-11-13 06:26:30+00:00,2023-11-13 06:31:30+00:00,4.0
,-28800,,stage,2023-11-13 06:31:29+00:00,2023-11-13 06:31:29+00:00,2023-11-13 06:36:29+00:00,4.0
,-28800,,stage,2023-11-13 06:31:30+00:00,2023-11-13 06:31:30+00:00,2023-11-13 06:36:30+00:00,4.0
,-28800,,stage,2023-11-13 06:36:29+00:00,2023-11-13 06:36:29+00:00,2023-11-13 06:41:29+00:00,2.0
,-28800,,stage,2023-11-13 06:36:30+00:00,2023-11-13 06:36:30+00:00,2023-11-13 06:41:30+00:00,2.0
,-28800,,stage,2023-11-13 06:41:29+00:00,2023-11-13 06:41:29+00:00,2023-11-13 06:46:29+00:00,2.0
,-28800,,stage,2023-11-13 06:41:30+00:00,2023-11-13 06:41:30+00:00,2023-11-13 06:46:30+00:00,2.0
,-28800,,stage,2023-11-13 06:46:29+00:00,2023-11-13 06:46:29+00:00,2023-11-13 06:51:29+00:00,2.0
,-28800,,stage,2023-11-13 06:46:30+00:00,2023-11-13 06:46:30+00:00,2023-11-13 06:51:30+00:00,1.0
,-28800,,stage,2023-11-13 06:51:29+00:00,2023-11-13 06:51:29+00:00,2023-11-13 06:56:29+00:00,1.0
,-28800,,stage,2023-11-13 06:51:30+00:00,2023-11-13 06:51:30+00:00,2023-11-13 06:56:30+00:00,1.0
,-28800,,stage,2023-11-13 06:56:29+00:00,2023-11-13 06:56:29+00:00,2023-11-13 07:01:29+00:00,1.0
,-28800,,stage,2023-11-13 06:56:30+00:00,2023-11-13 06:56:30+00:00,2023-11-13 07:01:30+00:00,1.0
,-28800,,stage,2023-11-13 07:01:29+00:00,2023-11-13 07:01:29+00:00,2023-11-13 07:06:29+00:00,1.0
,-28800,,stage,2023-11-13 07:01:30+00:00,2023-11-13 07:01:30+00:00,2023-11-13 07:06:30+00:00,1.0
,-28800,,stage,2023-11-13 07:06:29+00:00,2023-11-13 07:06:29+00:00,2023-11-13 07:11:29+00:00,1.0
,-28800,,stage,2023-11-13 07:06:30+00:00,2023-11-13 07:06:30+00:00,2023-11-13 07:11:30+00:00,1.0
,-28800,,stage,2023-11-13 07:11:29+00:00,2023-11-13 07:11:29+00:00,2023-11-13 07:16:29+00:00,2.0
,-28800,,stage,2023-11-13 07:11:30+00:00,2023-11-13 07:11:30+00:00,2023-11-13 07:16:30+00:00,2.0
,-28800,,stage,2023-11-13 07:16:29+00:00,2023-11-13 07:16:29+00:00,2023-11-13 07:21:29+00:00,2.0
,-28800,,stage,2023-11-13 07:16:30+00:00,2023-11-13 07:16:30+00:00,2023-11-13 07:21:30+00:00,2.0
,-28800,,stage,2023-11-13 07:21:29+00:00,2023-11-13 07:21:29+00:00,2023-11-13 07:26:29+00:00,1.0
,-28800,,stage,2023-11-13 07:21:30+00:00,2023-11-13 07:21:30+00:00,2023-11-13 07:26:30+00:00,1.0
,-28800,,stage,2023-11-13 07:26:29+00:00,2023-11-13 07:26:29+00:00,2023-11-13 07:31:29+00:00,1.0
,-28800,,stage,2023-11-13 07:26:30+00:00,2023-11-13 07:26:30+00:00,2023-11-13 07:31:30+00:00,1.0
,-28800,,stage,2023-11-13 07:31:29+00:00,2023-11-13 07:31:29+00:00,2023-11-13 07:36:29+00:00,1.0
,-28800,,stage,2023-11-13 07:31:30+00:00,2023-11-13 07:31:30+00:00,2023-11-13 07:36:30+00:00,1.0
,-28800,,stage,2023-11-13 07:36:29+00:00,2023-11-13 07:36:29+00:00,2023-11-13 07:41:29+00:00,1.0
,-28800,,stage,2023-11-13 07:36:30+00:00,2023-11-13 07:36:30+00:00,2023-11-13 07:41:30+00:00,1.0
,-28800,,stage,2023-11-13 07:41:29+00:00,2023-11-13 07:41:29+00:00,2023-11-13 07:46:29+00:00,2.0
,-28800,,stage,2023-11-13 07:41:30+00:00,2023-11-13 07:41:30+00:00,2023-11-13 07:46:30+00:00,2.0
,-28800,,stage,2023-11-13 07:46:29+00:00,2023-11-13 07:46:29+00:00,2023-11-13 07:51:29+00:00,1.0
,-28800,,stage,2023-11-13 07:46:30+00:00,2023-11-13 07:46:30+00:00,2023-11-13 07:51:30+00:00,1.0
,-28800,,stage,2023-11-13 07:51:29+00:00,2023-11-13 07:51:29+00:00,2023-11-13 07:56:29+00:00,2.0
,-28800,,stage,2023-11-13 07:51:30+00:00,2023-11-13 07:51:30+00:00,2023-11-13 07:56:30+00:00,2.0
,-28800,,stage,2023-11-13 07:56:29+00:00,2023-11-13 07:56:29+00:00,2023-11-13 08:01:29+00:00,2.0
,-28800,,stage,2023-11-13 07:56:30+00:00,2023-11-13 07:56:30+00:00,2023-11-13 08:01:30+00:00,2.0
,-28800,,stage,2023-11-13 08:01:29+00:00,2023-11-13 08:01:29+00:00,2023-11-13 08:06:29+00:00,3.0
,-28800,,stage,2023-11-13 08:01:30+00:00,2023-11-13 08:01:30+00:00,2023-11-13 08:06:30+00:00,3.0
,-28800,,stage,2023-11-13 08:06:29+00:00,2023-11-13 08:06:29+00:00,2023-11-13 08:11:29+00:00,2.0
,-28800,,stage,2023-11-13 08:06:30+00:00,2023-11-13 08:06:30+00:00,2023-11-13 08:11:30+00:00,3.0
,-28800,,stage,2023-11-13 08:11:29+00:00,2023-11-13 08:11:29+00:00,2023-11-13 08:16:29+00:00,2.0
,-28800,,stage,2023-11-13 08:11:30+00:00,2023-11-13 08:11:30+00:00,2023-11-13 08:16:30+00:00,2.0
,-28800,,stage,2023-11-13 08:16:29+00:00,2023-11-13 08:16:29+00:00,2023-11-13 08:21:29+00:00,2.0
,-28800,,stage,2023-11-13 08:16:30+00:00,2023-11-13 08:16:30+00:00,2023-11-13 08:21:30+00:00,2.0
,-28800,,stage,2023-11-13 08:21:29+00:00,2023-11-13 08:21:29+00:00,2023-11-13 08:26:29+00:00,2.0
,-28800,,stage,2023-11-13 08:21:30+00:00,2023-11-13 08:21:30+00:00,2023-11-13 08:26:30+00:00,2.0
,-28800,,stage,2023-11-13 08:26:29+00:00,2023-11-13 08:26:29+00:00,2023-11-13 08:31:29+00:00,2.0
,-28800,,stage,2023-11-13 08:26:30+00:00,2023-11-13 08:26:30+00:00,2023-11-13 08:31:30+00:00,2.0
,-28800,,stage,2023-11-13 08:31:29+00:00,2023-11-13 08:31:29+00:00,2023-11-13 08:36:29+00:00,2.0
